,countrycode,total_pop2019,male_total_pop2019,female_total_pop2019,sexratio_total_pop2019,under_5_years,5_to_9_years,10_to_14_years,15_to_19_years,20_to_24_years,25_to_34_years,35_to_44 years,45_to_54 years,55_to_59_years,60_to_64_years,65_to_74_years,75_to_84_years,85_years_and_over,median_age,under_18_years,16_years_and_over,18_years_and_over,21_years_and_over,62_years_and_over,65_years_and_over,male_18_years_and_over,female_18_years_and_over,18yearsandover_sexratio,male_65_years_and_over,female_65_years_and_over,65_years_and_over_sexratio
,1000,328239523,161588973,166650550,97.0,19404835,19690437,21423479,21353524,21468680,45578475,41914845,40863107,21484060,20984053,31575561,16140238,6358229,38.5,72967785,263534161,255271738,241886206,66395660,54074028,124267346,131004392,94.9,24044281,30029747,80.1
