,countrycode,total_pop2019,male_total_pop2019,female_total_pop2019,sexratio_total_pop2019,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age,Under 18 years,16 years and over,18 years and over,21 years and over,62 years and over,65 years and over,Male 18 years and over,Female 18 years and over,18 years and over sex ratio (males per 100 females),Male 65 years and over,Female 65 years and over,65 years and over sex ratio (males per 100 females)
,1000,328239523,161588973,166650550,97.0,19404835,19690437,21423479,21353524,21468680,45578475,41914845,40863107,21484060,20984053,31575561,16140238,6358229,38.5,72967785,263534161,255271738,241886206,66395660,54074028,124267346,131004392,94.9,24044281,30029747,80.1
